,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,age,age_group,wealth_segment_binary,RFM_segments_predicted,RFM_score,customer_title,customer_title_description,customer_rank
717,Mikol,Eck,Male,99,1975-07-25,VP Marketing,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,748,0.65078125,47,31-50,2,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
718,Phyllis,Wibberley,Female,7,1971-01-10,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,750,0.65,52,51-70,0,Platinum,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
719,Burt,Vasechkin,Male,33,1950-04-15,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,89100 Rusk Crossing,3338,VIC,Australia,2,751,0.648125,72,71-92,2,Silver,12,Platinum Customer,"Most recent buy, buys often, most spent",1
720,Trudie,Phinnessy,Female,45,1960-07-04,Associate Professor,Financial Services,Mass Customer,N,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,751,0.648125,62,51-70,2,Bronze,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
721,Frederigo,Cribbott,Male,35,1965-03-15,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,754,0.646,58,51-70,2,Silver,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
722,Glenda,Eliet,Female,87,1974-06-17,Quality Control Specialist,Financial Services,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,Australia,7,755,0.64,48,31-50,2,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
723,Cal,Van den Velde,Male,22,1996-03-18,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,VIC,Australia,6,755,0.64,27,20-30,0,Bronze,9,Recent Customer,"Bought recently, not very often, average money spent",4
724,Stephani,Sidsaff,Female,32,1973-09-29,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,755,0.64,49,31-50,2,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
725,Meade,Bampton,Male,69,1982-04-25,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,755,0.64,40,31-50,1,Platinum,9,Recent Customer,"Bought recently, not very often, average money spent",4
726,Flore,Cashen,Female,79,1978-06-21,Associate Professor,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4,760,0.6375,44,31-50,1,Bronze,9,Recent Customer,"Bought recently, not very often, average money spent",4
727,Leighton,Firbanks,Male,51,1973-12-22,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,760,0.6375,49,31-50,0,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
728,Petr,Westman,Male,5,1987-11-02,Nurse Practicioner,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,QLD,Australia,7,760,0.6375,35,31-50,2,Bronze,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
729,Yorgos,Dewhurst,Male,6,1950-09-09,Software Consultant,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,QLD,Australia,1,760,0.6375,72,71-92,0,Bronze,12,Platinum Customer,"Most recent buy, buys often, most spent",1
730,Simmonds,Bapty,Male,52,2002-01-04,Junior Executive,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,NSW,Australia,12,760,0.6375,21,20-30,0,Gold,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
731,Hagen,MacCarter,Male,93,1983-02-08,Associate Professor,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9,760,0.6375,40,31-50,0,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
732,Cazzie,Stanwix,Male,37,1960-10-01,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,760,0.6375,62,51-70,1,Silver,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
733,Geoff,Gwillym,Male,89,1999-02-22,Clinical Specialist,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,NSW,Australia,4,760,0.6375,24,20-30,0,Silver,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
734,Deirdre,Sturgeon,Female,11,1965-12-22,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,760,0.6375,57,51-70,2,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
735,Andrea,Pendle,Female,86,1938-08-05,Associate Professor,Financial Services,High Net Worth,N,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6,760,0.6375,84,71-92,1,Platinum,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
736,Juliann,Siemantel,Female,86,1947-12-15,Librarian,Entertainment,Mass Customer,N,No,22,28 Parkside Park,3046,VIC,Australia,8,760,0.6375,75,71-92,2,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
737,Janaye,Eade,Female,23,1984-12-13,Chief Design Engineer,Health,Affluent Customer,N,No,4,2782 Northridge Street,2420,NSW,Australia,3,760,0.6375,38,31-50,0,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
738,Dylan,Stranio,Male,47,1953-04-02,Project Manager,Manufacturing,High Net Worth,N,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8,773,0.63,69,51-70,1,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
739,Mel,Rochford,Female,11,1989-07-23,Assistant Professor,Retail,Mass Customer,N,Yes,4,56334 Vera Crossing,3013,VIC,Australia,9,774,0.626875,33,31-50,2,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
740,Elvin,Trayhorn,Male,46,1993-06-02,VP Accounting,Financial Services,High Net Worth,N,No,10,79 Sheridan Point,2231,NSW,Australia,10,774,0.626875,29,20-30,1,Platinum,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
741,Sonni,Milligan,Female,73,1988-03-05,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,04769 Dahle Plaza,3170,VIC,Australia,9,774,0.626875,35,31-50,2,Gold,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
742,Kellina,Haygreen,Female,38,1966-01-19,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,778,0.625,57,51-70,0,Gold,9,Recent Customer,"Bought recently, not very often, average money spent",4
743,Yuma,Dennick,Male,40,1972-11-10,Associate Professor,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,778,0.625,50,31-50,2,Silver,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
744,Therese,Brotherhood,Female,30,1981-07-28,Food Chemist,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,NSW,Australia,10,780,0.6242187499999999,41,31-50,2,Platinum,12,Platinum Customer,"Most recent buy, buys often, most spent",1
745,Pansie,Beccero,Female,35,1964-07-07,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5,782,0.6204999999999999,58,51-70,0,Silver,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
746,Reinaldos,Simmig,Male,55,1955-01-15,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,6112 Mariners Cove Park,3147,VIC,Australia,10,782,0.6204999999999999,68,51-70,1,Bronze,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
747,Calhoun,Mussington,Male,98,1992-10-13,Dental Hygienist,Health,Mass Customer,N,No,12,176 Fallview Plaza,2019,NSW,Australia,9,782,0.6204999999999999,30,20-30,2,Gold,12,Platinum Customer,"Most recent buy, buys often, most spent",1
748,Winn,Wells,Male,66,1994-04-12,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,544 Pawling Road,2230,NSW,Australia,10,785,0.62,28,20-30,0,Gold,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
749,Rafi,Brettelle,Male,89,1956-08-12,Operator,Health,High Net Worth,N,No,6,11 Brickson Park Alley,2166,NSW,Australia,10,786,0.61625,66,51-70,1,Platinum,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
750,Verne,Loalday,Male,1,1982-03-20,Marketing Assistant,IT,High Net Worth,N,No,7,598 Memorial Place,2082,NSW,Australia,10,788,0.6125,41,31-50,1,Silver,12,Platinum Customer,"Most recent buy, buys often, most spent",1
751,Eleonora,Wiszniewski,Female,49,1980-04-23,Financial Advisor,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,QLD,Australia,2,788,0.6125,42,31-50,0,Bronze,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
752,Fayre,Brannigan,Female,32,1992-10-13,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,31351 Sunbrook Place,2234,NSW,Australia,10,788,0.6125,30,20-30,2,Bronze,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
753,Eachelle,Noirel,Female,93,1974-01-26,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6,791,0.612,49,31-50,0,Platinum,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
754,Carl,Troyes,Male,4,1973-03-12,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10,791,0.612,50,31-50,2,Platinum,12,Platinum Customer,"Most recent buy, buys often, most spent",1
755,Cordie,Brankley,Female,79,1954-09-21,Librarian,Entertainment,High Net Worth,N,No,18,46 Westerfield Place,2195,NSW,Australia,6,793,0.6109375000000001,68,51-70,1,Silver,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
756,Jackie,Pays,Male,21,1955-11-09,Developer I,Health,Mass Customer,N,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,794,0.6056249999999999,67,51-70,2,Bronze,9,Recent Customer,"Bought recently, not very often, average money spent",4
757,Carroll,Schlagman,Female,61,1951-08-25,Clinical Specialist,Health,Affluent Customer,N,No,13,15 Fisk Road,2099,NSW,Australia,9,795,0.6034999999999999,71,71-92,0,Silver,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
758,Frans,Idale,Male,1,1969-10-03,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,Australia,2,795,0.6034999999999999,53,51-70,2,Bronze,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
759,Amara,Clow,Female,47,1966-11-17,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,797,0.6,56,51-70,2,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
760,Anthony,Morison,Male,7,1938-06-08,General Manager,Health,Mass Customer,N,No,12,276 Derek Circle,2759,NSW,Australia,9,797,0.6,84,71-92,2,Platinum,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
761,Cherye,Stanfield,Female,0,1981-07-05,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,797,0.6,41,31-50,0,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
762,Ansell,Tolhurst,Male,77,1949-08-11,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,13 Montana Place,2232,NSW,Australia,10,797,0.6,73,71-92,0,Gold,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
763,Erminie,Rabidge,Female,64,1982-03-09,Associate Professor,Manufacturing,High Net Worth,N,No,17,1969 Melody Lane,2170,NSW,Australia,8,801,0.59765625,41,31-50,1,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
764,Rosene,Beckey,Female,25,1974-05-21,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11,801,0.59765625,48,31-50,2,Platinum,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
765,Darlleen,Shalcras,Female,77,1980-09-14,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,Australia,10,801,0.59765625,42,31-50,2,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
766,Bryon,Goundry,Male,79,1951-02-05,Marketing Manager,Manufacturing,Mass Customer,N,No,21,005 Kensington Street,4165,QLD,Australia,5,804,0.5950000000000001,72,71-92,2,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
767,Sherwin,Minocchi,Male,71,1947-07-13,Project Manager,Financial Services,Mass Customer,N,Yes,11,1 Alpine Crossing,2536,NSW,Australia,8,804,0.5950000000000001,75,71-92,2,Gold,9,Recent Customer,"Bought recently, not very often, average money spent",4
768,Luci,Dyter,Female,12,1952-05-30,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,2 Namekagon Trail,3981,VIC,Australia,7,804,0.5950000000000001,70,51-70,1,Bronze,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
769,Sloan,Pudney,Male,83,1964-11-10,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,804,0.5950000000000001,58,51-70,0,Silver,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
770,Otes,Elegood,Male,67,1940-11-25,Programmer III,Financial Services,High Net Worth,N,No,21,2632 Del Mar Point,2226,NSW,Australia,11,808,0.595,82,71-92,1,Gold,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
771,Davie,Blay,Male,94,1985-12-19,Financial Analyst,Financial Services,Mass Customer,N,No,8,7021 5th Alley,2770,NSW,Australia,7,808,0.595,37,31-50,2,Gold,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
772,Dorolice,Osmon,Female,46,1961-01-15,Associate Professor,Financial Services,Affluent Customer,N,No,15,602 Clove Center,3046,VIC,Australia,6,810,0.5874999999999999,62,51-70,0,Gold,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
773,Meade,McReedy,Female,94,1968-11-23,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,810,0.5874999999999999,54,51-70,0,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
774,Rikki,Chaffey,Male,69,1945-06-11,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,9 Spohn Way,4127,QLD,Australia,1,810,0.5874999999999999,77,71-92,2,Gold,9,Recent Customer,"Bought recently, not very often, average money spent",4
775,Adria,Van den Velde,Female,39,1978-07-10,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7,810,0.5874999999999999,44,31-50,0,Bronze,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
776,Maddalena,Hencke,Female,61,1952-12-09,Help Desk Operator,Financial Services,High Net Worth,N,No,22,64037 Swallow Crossing,4170,QLD,Australia,5,810,0.5874999999999999,70,51-70,1,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
777,Rand,Winchcum,Male,34,2000-04-10,Software Consultant,Financial Services,Affluent Customer,N,No,3,4594 Jackson Hill,2146,NSW,Australia,7,810,0.5874999999999999,22,20-30,0,Bronze,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
778,Rowen,Sollas,Male,38,1960-04-23,Dental Hygienist,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,QLD,Australia,8,817,0.5864999999999999,62,51-70,2,Platinum,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
779,Boothe,Hayselden,Male,42,1940-05-18,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,33 Pond Point,2291,NSW,Australia,10,817,0.5864999999999999,82,71-92,2,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
780,Noak,Sleany,Male,1,1965-05-04,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,Australia,10,817,0.5864999999999999,57,51-70,0,Silver,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
781,Callean,Wass,Male,65,1988-12-15,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,0593 Stoughton Center,3073,VIC,Australia,8,820,0.584375,34,31-50,0,Platinum,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
782,Keelby,Sudlow,Male,96,1988-09-01,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8042 Cherokee Court,3163,VIC,Australia,8,820,0.584375,34,31-50,1,Bronze,9,Recent Customer,"Bought recently, not very often, average money spent",4
783,Rodrique,Vernon,Male,70,1978-08-06,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,VIC,Australia,8,820,0.584375,44,31-50,0,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
784,Brod,Attrey,Male,46,1966-11-05,Budget/Accounting Analyst III,Financial Services,Mass Customer,N,Yes,14,180 Lakewood Park,2194,NSW,Australia,8,820,0.584375,56,51-70,2,Bronze,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
785,Manny,Mandy,Male,36,1977-01-28,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,Australia,7,820,0.584375,46,31-50,2,Bronze,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
786,Becky,Lassen,Female,11,1973-05-11,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8,820,0.584375,49,31-50,2,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
787,Tessa,Heakey,Female,43,1971-05-31,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,Australia,6,820,0.584375,51,51-70,2,Silver,12,Platinum Customer,"Most recent buy, buys often, most spent",1
788,Herbert,Henryson,Male,21,1995-10-10,Marketing Manager,Financial Services,Mass Customer,N,No,4,05123 Bobwhite Plaza,2528,NSW,Australia,9,820,0.584375,27,20-30,2,Bronze,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
789,Cristie,Bence,Female,49,2000-04-17,Automation Specialist II,Financial Services,High Net Worth,N,No,9,3413 Schmedeman Court,4122,QLD,Australia,8,828,0.58,22,20-30,1,Bronze,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
790,Renate,Whyte,Female,60,1963-12-08,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,828,0.58,59,51-70,1,Bronze,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
791,Toma,Woolforde,Female,67,1992-03-09,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,NSW,Australia,12,830,0.5780000000000001,31,31-50,2,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
792,Dorie,Dunleavy,Female,24,1962-05-05,Registered Nurse,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,VIC,Australia,4,830,0.5780000000000001,60,51-70,0,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
793,Ellie,Toope,Female,29,1973-08-11,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,832,0.5750000000000001,49,31-50,1,Gold,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
794,Leonora,Swetenham,Female,66,1967-10-05,Associate Professor,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10,832,0.5750000000000001,55,51-70,2,Bronze,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
795,Teodor,Mullinder,Male,56,1962-08-26,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5,832,0.5750000000000001,60,51-70,1,Bronze,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
796,Jared,Fendlow,Male,79,1963-08-25,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,832,0.5750000000000001,59,51-70,2,Silver,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
797,Andy,Deeming,Male,79,1979-01-09,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8,832,0.5750000000000001,44,31-50,0,Bronze,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
798,Monty,Thomazin,Male,7,1951-09-16,Quality Engineer,Financial Services,Mass Customer,N,Yes,13,30738 Muir Avenue,3105,VIC,Australia,10,838,0.57375,71,71-92,2,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
799,Briano,Janowski,Male,66,1994-07-17,Analyst Programmer,Financial Services,Mass Customer,N,No,7,3259 Eagan Parkway,2066,NSW,Australia,8,838,0.57375,28,20-30,2,Gold,9,Recent Customer,"Bought recently, not very often, average money spent",4
800,Logan,Colomb,Male,74,1948-01-01,Recruiter,Financial Services,Mass Customer,N,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8,840,0.57109375,75,71-92,2,Gold,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
801,Nichols,Devinn,Male,47,1979-09-29,Recruiter,Financial Services,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12,842,0.57,43,31-50,0,Platinum,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
802,Catha,Davitt,Female,79,1958-04-16,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7,843,0.5695,64,51-70,1,Gold,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
803,Melosa,McOwan,Female,25,2001-04-17,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,Australia,9,843,0.5695,21,20-30,2,Gold,12,Platinum Customer,"Most recent buy, buys often, most spent",1
804,Maris,Leete,Female,21,1973-04-14,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,845,0.5631250000000001,49,31-50,2,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
805,Wilburt,Padden,Male,22,1994-09-30,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,Australia,5,845,0.5631250000000001,28,20-30,2,Gold,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
806,Rosabelle,Godsmark,Female,60,1995-10-19,Executive Secretary,Financial Services,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,845,0.5631250000000001,27,20-30,2,Silver,12,Platinum Customer,"Most recent buy, buys often, most spent",1
807,Guilbert,Bearns,Male,42,1982-10-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8,845,0.5631250000000001,40,31-50,2,Bronze,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
808,Meridith,Urwin,Female,62,1997-03-07,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,845,0.5631250000000001,26,20-30,1,Silver,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
809,Gerta,Porrett,Female,46,1959-11-13,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,851,0.5625,63,51-70,1,Gold,9,Recent Customer,"Bought recently, not very often, average money spent",4
810,Karrah,Howell,Female,63,1956-11-07,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9,851,0.5625,66,51-70,2,Gold,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
811,Alick,Baise,Male,62,1998-08-16,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,Australia,8,851,0.5625,24,20-30,2,Gold,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
812,Casandra,Betteridge,Female,29,1942-09-10,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,854,0.561,80,71-92,0,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
813,Maurine,Clee,Female,45,1980-09-13,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,854,0.561,42,31-50,1,Bronze,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
814,Darwin,Bumpas,Male,24,1978-12-27,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7,856,0.56,44,31-50,0,Gold,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
815,Hayes,Daveren,Male,32,1953-03-27,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,856,0.56,70,51-70,0,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
816,Piper,Issacov,Female,67,1939-11-08,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,856,0.56,83,71-92,0,Silver,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
817,Markus,Pendrey,Male,88,1959-08-01,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,859,0.5578124999999999,63,51-70,0,Gold,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
818,Sile,Zappel,Female,47,1958-03-29,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6,859,0.5578124999999999,65,51-70,1,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
819,Craggy,Happel,Male,37,1979-02-10,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,859,0.5578124999999999,44,31-50,1,Bronze,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
820,Egor,Mariette,Male,42,1980-11-26,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,862,0.5525,42,31-50,0,Silver,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
821,Reinald,Bembrigg,Male,54,1953-08-21,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,NSW,Australia,7,862,0.5525,69,51-70,0,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
822,Kissie,Line,Female,2,2000-05-20,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,862,0.5525,22,20-30,0,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
823,Quentin,Gerleit,Female,32,1990-09-15,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,Australia,8,865,0.55,32,31-50,2,Bronze,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
824,Karoly,Burgoine,Male,57,1947-04-06,Account Representative IV,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,VIC,Australia,2,865,0.55,75,71-92,1,Silver,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
825,Clarine,Piecha,Female,99,1964-12-07,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,865,0.55,58,51-70,1,Silver,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
